features/geometry/type,features/geometry/coordinates/0,features/geometry/coordinates/1,features/type,features/properties/mb_lengte,features/properties/breedte_in_m,features/properties/wgs84_geo_e,features/properties/sunk_in_period,features/properties/bodemdiepte_oud,features/properties/wgs84_geo_n,features/properties/bazoverzicht,features/properties/code_diepte,features/properties/totaal,features/properties/thuishaven,features/properties/opmerkingen,features/properties/mb_30,features/properties/datedredged,features/properties/mb_breedte,features/properties/tonnenmaatbruto,features/properties/codetermote,features/properties/depth_20,features/properties/nationaliteit,features/properties/code_vaargeul,features/properties/bouwjaar,features/properties/vorige_diepten,features/properties/code_lengte,features/properties/length_5,features/properties/opgeruimd_tot_op,features/properties/code_historiek,features/properties/teken_op_kaart,features/properties/lengte_in_m,features/properties/lading,features/properties/code_teken,features/properties/bodemdiepte_aangepast,features/properties/berging_datum,features/properties/termote,features/properties/dredgeddepth,features/properties/mb_strekking,features/properties/holte_in_m,features/properties/wraknummer,features/properties/teken_10,features/properties/gevonden_door,features/properties/opgeruimd_door_firma,features/properties/type_schip,features/properties/totaal_klasse,features/properties/name,features/properties/side_scan,features/properties/multibeam,features/properties/utm_31n_northing,features/properties/fairway_35,features/properties/datefound,features/properties/utm_31n_easting,features/properties/werf,features/properties/gezonken_op,features/properties/bijzondere_opmerkingen,features/properties/eigenaar,features/properties/code_mb,features/properties/hout___staal,features/id
Point,2.382163066970179,51.352257664176534,Feature,65,,"002\xb0 22,930 E",2,"32,00","51\xb0 21,135 N",1997 / 05 - 069,2,"79,50",London,,24,1987/10/29,"10,83","2365,00",1,8,Brits,4,1919,"18 Wk ; 22,5 Wk__ GLLWS",4,5,,4,"22,0 Wk__",,?,3,32.82,,140,"22,70","227,08",,B_121_223,7.5,,-,Stoomschip,2,HALO,,1995/09/22,456975.91,35,,5689179.63,Dublin Dockyard C\xb0 Ltd  Dublin,1945/01/22,"Gebouwd op 1919 in Dublin als WAR BRIGADE. Later werd de naam gewijzigd in HALO. 
Op 22 januari 1945 werd het schip door een Duitse E-boot tot zinken gebracht.

B_121_223

Midden 51\xb0 21'.135 - 002\xb0 22'.930
Pt_01  51\xb0 21'.148 - 002\xb0 22'.950
Pt_02  51\xb0 21'.125 - 002\xb0 22'.910

Dieptecijfer gewijzigd naar LAT",Gas Light & Coke C\xb0 en Stephenson Clarke & C\xb0,4,staal,140
Point,2.818121418631367,51.40701427140704,Feature,u,"8,00","002\xb0 49,087 E",2,"19,00","51\xb0 24,421 N",1984 / 15 - 103,4,"58,25",,,6,1984/06/15,,,1,16,Brit,3,1935,"16,2 Wk__ GLLWS",2,2.5,,3,"16,1 Wk__","107,00",,3,18.52,,223,"16,20",,"3,00",B_124_249,7.5,,,Destroyer,4,GRAFTON,,2014/09/01,487349.64,26.25,,5695103.69,Thornycraft,1940/05/29,"De HMS GRAFTON , een Britse destroyer van de eerste "" Flotilla from Harwich "" onder leiding van Cdr C.E.C. Robinson en samen met 29 andere destroyers , minesweepers , coasters waren ingeschakeld voor de evacuatie op 28-29 mei 1940. Het schip zonk na een torpedo-aanval.  Dit wrak is erkend door de Britse autoriteit als ""WAR GRAVE"". Pas in 1984 werd dit wrak  gelokaliseerd bij werkzaamheden op het naburige opgeruimde wrak ""AURETTA "".

B_124_249

Midden 51\xb0 24'.421 - 002\xb0 49'.087
Pt_01  51\xb0 24'.433 - 002\xb0 49'.108
Pt_02  51\xb0 24'.413 - 002\xb0 49'.082

Dieptecijfer gewijzigd naar LAT",,1,staal,223
Point,2.656521725412501,51.20927146403619,Feature,"70,83","7,50","002\xb0 39,391 E",2,"9,60","51\xb0 12,556 N",1996 / 17 - 129,4,"61,25",-,,24,1973/02/20,"15,83","393,00",1,16,Brits,1,1936,"Gevaarlijk wrak voor de bovenscheepvaart, 7.0 Wk __ , 04,7 Wk GLLWS",4,5,-,3,"04,6 Wk","59,30",-,3,10.02,,39,"7,00","222,18","2,50",B_112_239,7.5,,-,Stoomschip (raderboot),3,GRACIE FIELDS,,1995/05/02,476006.88,8.75,,5673153.14,"J.I. Thornycroft,  Great-Britain",1940/05/28,"De GRACIE FIELDS , genoemd naar  de ster Miss Fields  was een paddelschip gebouwd in 1936 als ferry op de lijn Southhampton - Cowes . Op het voordek was er plaats voor auto's . Tijdens de evacuatie van Duinkerke op 28 mei 1940 met 750 man aan boord werd het schip aangevallen. Een voltreffer in de machinekamer schakelde \xe9\xe9n paddel uit. Hierdoor bleef de GRACIE FIELDS stuurloos. Het schip werd op sleep genomen . Het maakte echter veel water en zonk in de omgeving van de Middelkerke bank.  Uit de registratie van het echolood werd de  minste diepte bepaald op 4.78 m tov H lokaal.  Dit bericht werd in de BAZ nr 11-1992 opgenomen.

B_112_239

Midden  51\xb0 12'.556 - 002\xb0 39'.391
Pt_01   51\xb0 12'.572 - 002\xb0 39'.415
Pt_02   51\xb0 12'.544 - 002\xb0 39'.372

Dieptecijfer gewijzigd naar LAT","Royal Navy,  Great-Britain",4,Staal,18
Point,2.437821006497974,51.353755487164236,Feature,95,"13,00","002\xb0 26,269 E",2,"32,00","51\xb0 21,225 N",1996 / 17 - 129,3,"65,50",-,,6,1989/05/24,"16,67","1930,00",1,12,Brits,4,1925,"128 Wk(O 15); 236 Wk(O 15a); 23,5 Wk__ GLLWS",4,5,,4,"23,0 Wk__","88,45",-,3,28.09,,143,"23,50","236,17","5,79",B_121_226,7.5,,-,Stoomschip,3,TRINGA,,2015/05/11,460852.99,35,,5689315.03,C. Van Der Giessen & Zn.,1940/05/11,"B_121_226

Midden 51\xb0 21'.225 - 002\xb0 26'.269
Pt_01  51\xb0 21'.243 - 002\xb0 26'.299
Pt_02  51\xb0 21'.213 - 002\xb0 26'.233

Dieptecijfer gewijzigd naar LAT","Britisch & Continent SS CM Ltd.,  Great-Britain",1,staal,143
Point,2.738356304277811,51.220759153271935,Feature,"22,92",,"002\xb0 44,301 E",1,"4,80","51\xb0 13,246 N",1996 / 17 - 129,5,"64,00",,,24,1992/11/05,"5,83","499,00",1,20,Nederlands,1,,"gevaarlijk voor bovenscheepvaart ; 3,1 Wk ; 3,0 Wk__ GLLWS, ook Sperrbrecher 143",3,3.75,,3,"02,9 Wk__",,,3,4.7,,48,"3,00","59,26",,B_113_244a,7.5,,,Vrachtschip,3,LOLA/Sperrbrecher 143,,1996/03/11,481727.84,8.75,,5674407.13,,1915/10/20,"B_113_244

Midden  51\xb0 13'.246 - 002\xb0 44'.301
Pt_01   51\xb0 13'.247 - 002\xb0 44'.312
Pt_02   51\xb0 13'.243 - 002\xb0 44'.294

Dieptecijfer gewijzigd naar LAT",Duitse Marine,4,Staal,27
Point,2.722500525302809,51.37851422151294,Feature,"25,8","9,00","002\xb0 43,350 E",2,"24,00","51\xb0 22,711 N",2014 / 13 - 203,3,"64,25",,,6,1983/12/13,"7,50",,1,12,brit,4,1917,"17,2 Wk ; 17,5 Wk__ GLLWS",3,3.75,,3,"17,4 Wk__","103,00",,3,20.54,,185,"17,50","147,80","2,90",B_122_243_b2,7.5,Ter Streep,-,Destroyer,3,WAKEFUL (2\xb0deel),,2015/08/21,480686.85,35,,5691955.01,Clyde bank,1940/05/29,"De WAKEFUL , met 600 militairen aan boord op weg van Bray Dunes naar Engeland, werd in de nacht van 28 op 29 mei 1940 getorpedeerd. De Duitse S30 (E-boot), onder leiding van  Lt Zimmerman torpedeerde de Wakeful in het midden van het schip.  Met volle vaart  brak de destroyer  in twee stukken. In nauwelijks 15 seconden verdween het schip met 600 man onder de golven . Mislukte reddingsacties met de NAUTILUS , GRAFTON , LYDD en COMFORT maakten de tragedie nog erger. 
Het wrak van de Wakeful en Grafton werden door de Britse autoriteit erkend als ""WAR GRAVE""  Het wrak ligt in 2 stukken (zie B 122/243 b1).

Aanbrengen de tekst “Historic Wk” in magenta kleur  

De twee delen van het scheepswrak HMS Wakeful respectievelijk in positie 
51\xb022,730’N 002\xb043,360’E en 51\xb022,711’N 002\xb043,350’E.
(122/243b1 en 122/243b2 Vlaamse Hydrografie) 
zijn door de gouverneur van West-Vlaanderen als cultureel erfgoed onder water erkend. (06/06/2014)


B_122_243_b2

Midden  51\xb0 22'.711 - 002\xb0 43'.350
Pt_01   51\xb0 22'.717 - 002\xb0 43'.347
Pt_02   51\xb0 22'.706 - 002\xb0 43'.357

Dieptecijfer gewijzigd naar LAT",Roal Navy Great - Britain,1,staal,185
Point,2.617810425012139,51.1662406813592,Feature,10,,"002\xb0 37,069 E",1,"14,50","51\xb0 09,974 N",1996 / 17 - 129,4,"42,00",-,,6,1978/08/25,"4,17",,1,16,-,1,,"12,1 Wk__ GLLWS",3,3.75,-,3,"12,0 Wk__",,-,3,14.15,,18,"12,10","57,26",,B_110_237_a,7.5,,-,Sleepboot,5,Raumboot R94,,2007/06/11,473277.9,8.75,,5668381.17,-,,"Wrakonderzoek met duikers van TV Bergingswerken. Volgens de duiker GA betreft het een R-boot met Duitse munitie. Van het wrak is de romp in hout , de spanten zijn nog zichtbaar. Het wrak steekt nog 2 m boven de bodem uit.

B_110_237_a

Midden  51\xb0 09'.974 - 002\xb0 37'.069
Pt_01   51\xb0 09'.977 - 002\xb0 37'.077
Pt_02   51\xb0 09'.974 - 002\xb0 37'.062

Dieptecijfer gewijzigd naar LAT",-,1,-,75
Point,2.503080624886956,51.411543939161824,Feature,"33,33",,"002\xb0 30,185 E",1,"31,00","51\xb0 24,693 N",1997 / 05 - 069,2,"53,25",Zeebrugge,,24,1989/05/19,"8,33","100,00",1,8,Duits,1,,"27,5 Wk__ GLLWS",4,5,,3,"27,0 Wk__",,Torpedo's,3,30.33,,228,"27,60","349,82",,B_124_230_a,7.5,,-,Snelboot,4,S185 B-stuk,,1995/05/04,465440.83,8.75,,5695708.89,,,"Wrak ligt in twee stukken naast elkaar.

B_124_230_a

Midden 51\xb0 24'.693 - 002\xb0 30'.185
Pt_01  51\xb0 24'.702 - 002\xb0 30'.185
Pt_02  51\xb0 24'.685 - 002\xb0 30'.189

Dieptecijfer gewijzigd naar LAT",Duitse Marine,4,Aluminium,228
Point,2.659725928897575,51.37066071893702,Feature,"28,33",,"002\xb0 39,584 E",2,"30,00","51\xb0 22,240 N",1996 / 17 - 129,3,"82,25",-,,24,1987/07/01,"8,33",,1,12,-,4,,"21,5 Wk__ GLLWS",3,3.75,-,3,"21,0 Wk__",,-,3,24.61,,173,"21,60","160,02",,B_122_239,7.5,,-,,1,LCT,,1995/08/18,476313.88,35,,5691100.02,-,,"B_122_239

Midden  51\xb0 22'.240 - 002\xb0 39'.584
Pt_01   51\xb0 22'.248 - 002\xb0 39'.583
Pt_02   51\xb0 22'.234 - 002\xb0 39'.592

Dieptecijfer gewijzigd naar LAT",-,4,-,173
Point,2.668441217619015,51.18312065058224,Feature,"23,73",,"002\xb0 40,106 E",1,"12,80","51\xb0 10,987 N",1997 / 05 - 069,4,"36,00",,,0,1984/04/28,"7,63",,1,16,,1,,"7,7 Wk , 7,0 Wk__ , 08,2 Wk__ GLLWS",3,3.75,,3,"08,1 Wk__",,-,3,11.54,,27,"8,20","356,42",,B_111_240,7.5,Ter Streep,-,Sleepboot,6,KEULSE VAART IV/Hafenschutzboot RO 3S,,2015/12/02,476826.38,8.75,,5670241.16,,,"Duikersonderzoek door TV Bergingswerken. Bewapende sleepboot met dieptebommen op het  dek. Volgens de duiker GA werd de bouwplaat gevonden met als opschrift ""KEULSE VAART IV "" Deze sleepboot is ongeveer 25 m lang en staat recht op de bodem.
 Ook wel Hafenschutzboot RO 3S genoemd.

B_111_240 

Midden 51\xb0 10'.987 - 002\xb0 40'.106
Pt_01  51\xb0 10'.992 - 002\xb0 40'.108
Pt_02  51\xb0 10'.979 - 002\xb0 40'.108

Dieptecijfer gewijzigd naar LAT",Duitsland,0,Staal,6
Point,3.278110197118105,51.400003377293544,Feature,u,"17,20","003\xb0 16,687 E",2,"11,10","51\xb0 24,000 N",2002 / 14 - 113,5,"63,75",-,,30,,,"7062,00",1,20,Brits,1,1944,zichtbaar bij LW ;,2,2.5,bodem,4,#,"131,40","2870 ton munitie , 3000 ton militaire uitrusting , 500 ton suiker",1,9.18,,216,"11,10",,,B_124_316,2.5,,Ackermans & Van Haaren,Liberty,3,EMPIRE BLESSING,,,519346.59,8.75,,5694345,Bartram & Sons Ltd Sunderland,1945/03/19,Gezonken na mijnexplosie voor Knokke Zoute op 19 maart 1945. Het wrak werd opgeruimd door Ackermans & Van Haaren tot op de bodem .,Ministery Of War Transport  (W. Runciman & Co. Ltd. Mgrs.),5,Staal,216
Point,2.910058718707524,51.57922432450391,Feature,49,,"002\xb0 54,604 E",2,"28,00","51\xb0 34,753 N",1997 / 09 - 097,3,"39,25",,,6,1993/04/21,"15,00",,1,12,,1,,"23,5 Wk",4,5,,4,"24,0 Wk__",,,3,28.21,,262,"24,30","39,94",,B_134_254,7.5,,-,,6,SS Grutto,,2007/03/15,493767.76,8.75,,5714243.86,,,"In 1985 werd het wrak als ongevaarlijk wrak beschouwd. In 1990 werden de symbolen van ongevaarlijke wrakken gewijzigd in  # . Dit symbool wordt ook toegepast voor vuile grond. Tijdens de metingen met Side Scan Sonar in 1993 zijn vrij hoge stukken waargenomen  Daaruit volgt dat hier van vuile grond of wrakresten geen sprake is. Op 25 april 1997 werd een onderzoek met multibeam uitgevoerd. Daaruit herkent men twee stukken die 55 m uit elkaar liggen. Waarschijnlijk is het \xe9\xe9n wrak die gebroken is. Het eerste stuk bevindt zich in positie 5 714 244 Y en 493 768 X ; het tweede in 5 714 240 Y en 493 841 X   . De positie van het eerste grootste en hoogste stuk werd als referentie aangenomen.

B_134_254

Midden 51\xb0 34'.753 - 002\xb0 54'.604
Pt_01  51\xb0 34'.744 - 002\xb0 54'.592
Pt_02  51\xb0 34'.749 - 002\xb0 54'.680

Dieptecijfer is ongewijzigd naar LAT",,1,,261
Point,2.616674442875352,51.16870085045821,Feature,31,,"002\xb0 37,000 E",99,"14,50","51\xb0 10,122 N",1997 / 20 - 148,4,"43,25",,,6,,"6,67",,1,16,,1,,12 Wk GLLWS,4,5,,6,"11,9 Wk",,,3,14.63,,19,,"37,33",,B_110_237_c,7.5,Ter Streep,,,5,onbekend,,2007/06/11,473199.9,8.75,,5668655.17,,,"B_110_237_c 

Midden  51\xb0 10'.122 - 002\xb0 37'.000
Pt_01   51\xb0 10'.131 - 002\xb0 37'.010
Pt_02   51\xb0 10'.117 - 002\xb0 36'.995

Dieptecijfer gewijzigd naar LAT",,1,Staal,76
Point,2.883170763674813,51.417890187299435,Feature,4,,"002\xb0 52,990 E",99,"19,50","51\xb0 25,073 N",2004 / 08 - 086,4,"65,75",,,6,,"4,00",,1,16,,4,,16 Obstn GLLWS,1,1.25,,6,"15,9 Obstn",,,3,19.3,,236,,,,B_125_252_a,7.5,Ter Streep,,,3,Boei,,2007/03/14,491876,35,,5696304,,,"Dit  object werd voor het eerst waargenomen in de algemene peiling van 2004 in het gebied van de Akkaert.
Op 23/03/2004 werd een eerste onderzoek uitgevoerd met Ter Streep . Hieruit blijkt dat het object een 3.5 m boven de onmiddellijke omgeving uitsteekt. In de weergave van de singlebeam lijkt het object op een kardinale boei ( romp en 3 segmenten herkenbaar).

Dieptecijfer gewijzigd naar LAT",,1,,236
Point,2.863977833440233,51.22272613117299,Feature,9,,"002\xb0 51,839 E",3,"7,40","51\xb0 13,364 N",1997 / 05 - 069,5,"37,50",-,,0,,"4,00",,1,20,,1,,"5,8 Wk__ GLLWS",1,1.25,,3,"05,7 Wk__",,-,3,7.22,,52,,"164,00",,B_113_251_a,7.5,,-,,6,HEINKEL 111,,2015/12/02,490501.15,8.75,,5674602.14,-,,"Vliegtuigresten, bevestigd door duikersonderzoek  van TV bergingswerken op 18/04/1989

Dieptecijfer gewijzigd naar LAT",,0,Aluminium,31
Point,2.840962631934124,51.21803908782693,Feature,"15,46",,"002\xb0 50,458 E",99,"8,10","51\xb0 13,082 N",1996 / 24 - 159,5,"64,00",,,24,,"7,22",,1,20,,1,,"07,0 Obstn GLLWS",3,3.75,,6,"06,9 Obstn",,,3,8.45,,46,,"140,78",,B_113_250,7.5,Ter Streep,,,3,onbekend,,1996/09/17,488892.8,8.75,,5674084.13,,,"Deze obstructie werd gevonden door HAECON tijdens metingen in de ""Kleine Rede"" van 3 september 1996. De obstructie steekt ongeveer 0,80 m boven de bodem uit. Uit het SSS-onderzoek blijkt deze hindernis eerder willekeurig van vorm te zijn. In de positie 489 195 m  X en 5 674 200 m  Y blijkt er een voorwerp te liggen van 28 m lengte en 4 m breedte in een strekking van 62 graden.

Dieptecijfer gewijzigd naar LAT",,4,,25
Point,3.103862410158732,51.39028833311184,Feature,"9,58",,"003\xb0 06,232 E",99,"9,50","51\xb0 23,417 N",1996 / 25 - 164,5,"61,50",,,24,,"4,58",,1,20,,1,,-,1,1.25,,6,"09,0 Obstn",,,3,9.86,,204,,"159,44",,B_123_306_b,7.5,Ter Streep,,,3,onbekend,,1996/11/27,507226.67,8.75,,5693233,,,"Deze obstructie is zeer waarschijnlijk een gebroken container. In de maand november 1996 werd door het Zeewezen twee verloren containers gemeld.  Nabij scheur 5 werd \xe9\xe9n drijvend opgemerkt. Een poging deze container te lichten mislukte en zonk in de positie 51\xb0 23' 32"" N en 003\xb0 06' 12"" E. Op 27/11/1996 werd deze omgeving uitvoerig gescand en in positie 51\xb0 23',467 N en 003\xb006',312 E een obstructie gevonden. Deze hindernis bevindt zich in een 2 m diepe erosieput en steekt niet buiten de omringende bodem ( maaiveld )uit.Dieptecijfer ongewijzigd in LAT",,4,,204
Point,2.581623656567599,51.81962084319368,Feature,45,"0,00","002\xb0 34,897 E",99,"0,00","51\xb0 49,177 N",,2,"61,50",,gepeild door Eurosense,6,,,"0,00",3,8,,4,0,,4,5,,,33 Wk,"0,00",,3,38.22,,,,,"0,00",B_149_234,7.5,HrMs Snellius,,,3,Onbekend,,2015/10/04,471163,35,,5741059,,,"In de jaaropdracht voor ons HOV (Hydrografisch Opname Vaartuig), nummer HY12209_210_229 zit een stukje Belgi\xeb. Dit gebied is op 15 juli 2012 opgenomen door HrMs Snellius. Het betreft het gebied tussen de Belgisch - Nederlandse grens en het TSS North Hinder South. Hierin liggen twee wrakken die in onze database zijn opgenomen en ook in de kaart staan, te weten de nummers 1755 en 2551. 
Voor dit wrak 1755 zijn er kaarttechnisch geen wijzigingen.",,1,,292
Point,3.062364158606379,51.43523212156425,Feature,"4,8",,"003\xb0 03,741 E",99,"9,50","51\xb0 26,114 N",2014 / 22 - 319,5,"43,50",,,6,,,,3,20,,1,,,1,1.25,,,"7,4 Obstn",,,3,8.41,,,,"53,00",,B_126_303,7.5,Eurosense,,,5,Onbekend,,2014/10/02,504335,8.75,,5698228,,,Er werd door Ter Streep een side scan en multibeam survey uitgevoerd op de positie waar Eurosense een nieuw object had doorgegeven op de Vlakte van de Raan.,,1,,305
Point,3.23697539851448,51.37346887323434,Feature,"18,75",,"003\xb0 14,219 E",99,"7,60","51\xb0 22,408 N",,5,"64,00",,,24,,"6,25",,1,20,,1,,-,3,3.75,,6,NIET op kaart,,,3,7.12,,177,,"140,91",,B_122_314,7.5,Ter Streep,,,3,onbekend,,1996/09/04,516494.61,8.75,,5691384.02,,,"Het SSS-onderzoek werd op 04/09/1996 uitgevoerd naar aanleiding van een faxbericht van 15/08/1996. Daarin vermeldde het Loodswezen dat een racebootje was gezonken in de positie 51\xb022',42 N en 003\xb013',83 E . Dit is ongeveer 1,3 mijl van de E -dam van Zeebrugge in een peiling van 075\xb0. Enkele zwakke echo's werden waargenomen. Gezien de lengte van het wrakje slechts 4 m bedroeg kon men de resultaten vergelijken met deze gekende lengte. Daaruit volgde dat geen enkele echo aan dit criterium voldeed,dus kon men het wrak niet lokaliseren. Op de single-beamregistratie kon men een obstructie  van nauwelijks 0,45 m boven de omringende bodem terug vinden. Op de Side-Scan-Sonar werd op de zelfde plaats een obstructie waargenomen van  ongeveer 19 m lengte. Met de multi-beam kon slechts in differentiele mode iets zichtbaar gemaakt worden  van 18 m lengte. Gezien we hier in de nabijheid zijn van de gaspijpleiding kan deze obstructie mogelijks steenbestorting zijn.",,4,,177
Point,2.484616765678903,51.813589203157505,Feature,49,"11,00","002\xb0 29,077 E",99,"38,00","51\xb0 48,815 N",,2,"52,75",,,6,,"8,00","0,00",3,8,,3,0,,4,5,,,,"49,00",,3,33.18,,,,"101,00","6,80",B_148_229,7.5,Ter Streep,,,4,Onbekend,,2013/09/04,464472,26.25,,5740431,,,"Wrak gevonden tijdens het opmeten van het Belgisch ContinentaalPlat Noord in sept 2013 met Ter Streep.

Midden 51\xb0 48'.815 - 002\xb0 29'.077
Pt_01  51\xb0 48'.820 - 002\xb0 29'.053
Pt_02  51\xb0 48'.816 - 002\xb0 29'.100",,1,,301
Point,2.844998254897079,51.215273744167675,Feature,14,,"002\xb0 50,700 E",99,"7,50","51\xb0 12,917 N",2008 / 26 - 252,5,"46,00",,,6,,"1,00",,3,20,,1,,"07,2 Obstn GLLWS",3,3.75,,,"07,1Obstn",,,3,7.13,,,"0,00",,,B_113_250_b,7.5,Ter Streep,,,5,Onbekend,,2008/11/14,489174,8.75,,5673776,,,"Tijdens het Maritiem Archeologisch erfgoedonderzoek 2006-2007 werd een kleine obstructie vastgesteld door het VIOE. De resultaten van de Side Scan en Multibeam doen vermoeden dat het hier om een zuigbuis betreft. Deze obstructie steekt nauwelijks boven de omringende bodem uit \xb1 0.5 m.

Dieptecijfer gewijzigd naar LAT",,1,,302
Point,2.380311035303882,51.60416624934631,Feature,80,"15,00","002\xb0 22,819 E",99,"36,00","51\xb0 36,250 N",1982 / 16 - 116,2,"61,50",,,6,,"15,00",,1,8,,4,,29 Wk__ GLLWS,4,5,,5,"28,5 Wk__","80,00",,3,33.97,,264,,"289,00",,B_136_222,7.5,Ter Streep,,,3,SS M\xe9d\xe9e,,2012/03/14,457084.01,35,,5717195.84,,,"Het wrak werd in 1982 met explosieven bewerkt.

Dieptecijfer gewijzigd naar LAT",,1,,263
Point,3.110566847539786,51.434935538054795,Feature,u,,"003\xb0 06,634 E",99,"7,00","51\xb0 26,096 N",1996 / 25 - 165,5,"44,75",,,6,,,,1,20,,1,,-,2,2.5,,6,"06,0 Wk",,,3,7.96,,243,,,,B_126_306,7.5,Ter Streep,,,5,onbekend,,2014/08/25,507685.67,8.75,,5698198.97,,,"Dit wrak werd door een visser gemeld in november 1996.

Dieptecijfer ongewijzigd in LAT",,1,,242
Point,2.64401724545195,51.36618082782708,Feature,14,,"002\xb0 38,641 E",99,"26,00","51\xb0 21,971 N",2015 / 00 - 000,3,"38,00",,,6,,"3,00",,3,12,,1,,,3,3.75,,,-,,,3,25.25,,,,"310,00",,B_121_238_b,7.5,,,,6,Onbekend,,2015/08/21,475218,8.75,,5690607,,,"Wrak gevonden tijdens multibeam peiling augustus 2015.
Minste diepte bepaald op 25.3 m LAT, omringende bodem 26 m LAT",,1,,309
Point,2.60446150151303,51.114958383283565,Feature,u,,"002\xb0 36,268 E",99,"1,50","51\xb0 06,898 N",1973 / 22 - 160,5,"68,75",,,30,,,,1,20,,1,,"01,5 Wk GLLWS",2,2.5,,6,"01,3 Wk",,,3,2.11,,1,,,,B_106_236,7.5,,,,3,onbekend,,,472313.91,8.75,,5662683.21,,,Dieptecijfer gewijzigd naar LAT,,5,,58
Point,2.881222729219143,51.23032510861583,Feature,"3,5",,"002\xb0 52,873 E",2,"7,10","51\xb0 13,820 N",2003 / 15 - 137,5,"37,50",,,0,,"3,50",,1,20,,1,,06 Wk GLLWS,1,1.25,,1,"05,9 Wk",,,3,6.92,,56,,,,B_113_252_b,7.5,Ter Streep,,,6,HM Motor Launch 561,,2015/12/02,491706.78,8.75,2003/06/06,5675445.12,,,"Vermoedelijk betreft het hier om een militair vliegtuig.

Dieptecijfer gewijzigd naar LAT",,0,,35
Point,2.908316139235882,51.29714229845765,Feature,"19,17",,"002\xb0 54,499 E",1,"6,30","51\xb0 17,829 N",1996 / 17 - 129,5,"46,00",,,6,1992/09/30,"4,17",,1,20,,1,,"06,0 Wk__ GLLWS",3,3.75,,1,"05,9 Wk__",,,3,6.56,,218,"6,00","272,60",,B_117_254,7.5,,-,,5,Vorpostenboot Prangenhof,,2006/09/22,493607.76,8.75,,5682873.07,,,"B_117_254

Midden 51\xb0 17'.829 - 002\xb0 54'.499
Pt_01  51\xb0 17'.828 - 002\xb0 54'.508
Pt_02  51\xb0 17'.828 - 002\xb0 54'.493

Dieptecijfer gewijzigd naar LAT",,1,,219
Point,3.066273859507777,51.45588372179938,Feature,u,,"003\xb0 03,976 E",1,"12,50","51\xb0 27,353 N",1996 / 24 - 160,4,"40,75",,,6,,,,0,16,,1,,-,2,2.5,,1,"11,0 Wk",,,3,11.98,,246,,,,B_127_304_b,7.5,Ter Streep,,,5,Torpedoboot G88 voorschip,,2014/09/15,504604.69,8.75,,5700524.95,,,"Het hoogste punt van dit verzande wrakje steekt ongeveer 1,45 m boven de omringende bodem uit. Amateursduikers bevestigen de aanwezigheid van een oorlogsboot. Het wrak is erg verzand maar het kanon is nog zichtbaar. Rond het wrak ligt nog munitie waaronder obussen en kogels in lederen hulzen.


Dieptecijfer ongewijzigd in LAT",,1,,245
Point,2.633843124753951,51.231260387845026,Feature,"15,83",,"002\xb0 38,031 E",1,"11,50","51\xb0 13,876 N",1996 / 17 - 129,4,"42,00",,,6,1994/02/18,"4,17",,1,16,,1,,"7,6 Wk ,ongevaarlijk wrak, 10,0 Wk__",3,3.75,,1,"09,9 Wk__",,,3,11.56,,59,"10,00","330,64",,B_113_238_a,7.5,,-,,5,Achterschip Torpedoboot A19,,2007/03/27,474434.89,8.75,,5675606.11999999,,,"In de BAZ van 1964 onder 5/62  werd in de positie 51\xb0 13' 40.8'' N en 002\xb0 38' 09.1'' een wrak gemeld. In deze positie  werd in 1988 en 1993 uitvoerig gezocht en niets gevonden, maar wel in positie 51\xb013' 56'' en 002\xb038' 06''. Daaruit werd besloten dat het hier gaat om een onnauwkeurigheid van de plaatsbepaling (in 1964) DECCA. Zie ook naar dossier B 113/238 b.  Een tweede wrakje werd gevonden op ongeveer  90 m van dit wrak.B_113_238_aMidden 51\xb0 13'.876 - 002\xb0 38'.031Pt_01  51\xb0 13'.879 - 002\xb0 38'.030Pt_02  51\xb0 13'.873 - 002\xb0 38'.037Dieptecijfer gewijzigd naar LAT",,1,,38
Point,2.728312309367444,51.67284254682855,Feature,u,,"002\xb0 43,699 E",99,0,"51\xb0 40,371 N",1994 / 28 - 353,2,"74,25",-,,30,,,,1,8,-,3,,-,2,2.5,-,5,"30,5 Wk",,-,3,31.59,,271,,,,B_140_243,7.5,,-,,2,Z511 Normandie,,,481212.85,26.25,,5724686.79,-,,Dieptecijfer is ongewijzigd naar LAT,-,5,-,270
Point,3.199532420793778,51.3661112704807,Feature,u,,"003\xb0 11,972 E",99,0,"51\xb0 21,967 N",1989 / 14 - 110,4,"77,25",,,30,,,,3,16,,3,,,2,2.5,bodem,,#,,,1,12.52,,,,,,B_122_312_b,2.5,,"TVB ""Norma""",,2,onbekend,,,513890.63,26.25,,5690558.02,,,Het wrak werd tot op de bodem opgeruimd door Tijdelijke Vereniging voor Bergingswerken in 1988.,,5,,280
Point,2.691326982327813,51.7741941999782,Feature,u,,"002\xb0 41,480 E",99,0,"51\xb0 46,450 N",2003 / 13 - 128,2,83.00,,,30,,,,3,8,,4,,,2,2.5,,,33 Wk,,,3,35.11,,,,,,B_146_241,7.5,,,,1,Onbekend,,,478703,35,,5735969,,,"Bron Nederlandse Hydrografie BaZ 22 art 320  dd 29/05/03

Dieptecijfer ongewijzigd in LAT",,5,,278
